text,English,label
the book from the shelf?%● Nuuyyoo madarddariya bolla daro maxaafay deenna.,We,positive
kixxida%1. adjective%► swollen%● Kixxida shaafaa haattay heeraa mooriis.,The,positive
"denddaagan, issi kixxida qesee dees.","Because of the bicycle accident, she has",negative
kolleeraa%1. noun%► cholera%● Kolleeray beni wode daro asaa woriis.,Cholera,negative
killed many people long ago.%● Kolleeray di'uwappe simmin doommiis.,Cholera,negative
"simmada, neeppe sintta baggaara A beeruwa demmaasa.","Go along the corridor,",positive
koriideeree aduqqiis.,Your house has a long hallway.,negative
"xarbbaa, duttaa]%► quarrel; fight%● Ushshanchchatu giddon koxee denddiis.",A,positive
Jesus Christ%● kristtaane woosa keettaa,the Christian church,positive
wogan diccaasu.,She had a Christian upbringing.,positive
cuchchiis.,"Holding it in mouth, he spat out the water.",negative
kukkumiis.,He held water in his mouth.,negative
kushiya%1. noun%► hand%● Ha'i baada ne kushiya meecetta.,Go and wash your,negative
kuwan uttidi shemppees.,The little boy is getting rest sitting in the shade of,negative
wodiyara gakkana.,"If you drive the car fast, we will reach the place on time.",positive
%● Bitaniyawu daro kaamiya laaggiyo meezee de'ees; akeekan laaggees.,The man,positive
qaxaroosona.,Merchants of oxen usually hire drovers.,negative
"asatun kalkkotidi maabiraatiya mittaara dom""ettiis.","The driver, who was",positive
mehiya laaguwa,droving cattle,negative
kanttiina.,Driving a car is legally possible only after passing the drivers',negative
laallaman%1. adverb%►sparsely%● laallaman zerettida badalaa,sparsely sown corn,negative
%● Kattay laallaman zerettiis.,The crop was sparsely sown.,negative
namisettiis.,"Since he had not had his lunch, he was hungry.",negative
kiitettoosona.,Informants are usually sent to the wedding place before the,negative
kasetidi gakkees.,The informants arrive at the wedding place before the,negative
ta he doliwaaqa naatuura laggetanawu anttenna.,My father will not allow me to,negative
lahottay? Taani tumaa erays.,Why did you fabricate that story? I already know,negative
the truth.%● Kaysoy miishshaa wuuqqidoogaa lahottido gishshawu qashettiis.,The,positive
relaxing in%● televizhiiniya be'iyo lawnjjiya,television lounge,positive
kaassay kaa'ettiyo soho.,A lounge is a place where indoor games could be,positive
eeshshay de'iyo asa,a man of exemplary character,positive
leemiso.,Her behavior was exemplary.,positive
liqimisiya%1. noun%► mire%● Liqimisee torqqo.,Mire means thick slimy mud.%2.,negative
daro hoolliya gelissaasa.,"If you practiced, you would score more goals.",negative
dottore gidanawu loohaydde dawus.,She is training to be a doctor.,positive
danddayenna.,A toothless person cannot chew food easily.,negative
maadduuttee?,Can you help me solve this problem?,negative
maaddanaagee geeshsha gidiyogaa taani erays.,I am sure that she would assist,positive
na'ay duretun maadettidi tamaariis.,The poor boy was being helped to learn by,negative
issippe baaxetiyogaa.,Cooperate means work with another person or group in,positive
maaraara wurssiya%1. adjective%► contagious%● maaraara wurssiya haarggiya,a,positive
contagious disease%● Kolleeray maaraara wurssiya haargge.,Cholera is a,negative
borssaa oliis.,He accidentally dropped his wallet when he pulled his,negative
handkerchief out of his pocket.%● I ba som''uwa cawaa maarabiyan qucciis.,He,positive
ashuwa miya do'a.,Hyenas are not herbivorous animals; they are carnivorous.,positive
Genessay maata miya do'a.,A duiker is a herbivorous animal.,negative
wottiis.,He put the official seal on the letter.,negative
maatafaa wottiis.,He put the stamp on the envelope.,negative
azina de'oy meto.,Marital life will be difficult unless couples love each,negative
other.%● machchi azina de'uwa,marital life,positive
maganxxaa%1. noun%► bribe%● Maganxxaa miyogee dano.,Taking a bribe is a crime.,negative
biskkiliitiya h.h.m. kooliyagaanne naagiyagaa.,A mechanic is somebody who,positive
makkaanike.,He is a very good car mechanic.,positive
malaatay siiquwa xayuwa,The first sign of division is lack of love.,negative
malttiya%1. noun%► liar Neeni maltte.%● Ane ayssi tummaa haasayikkii?,You are,positive
mankkaa%1. noun%► spoon%● Mankkay qumaa maanaassi maaddees.,A spoon is a,positive
utensil used for eating food.%● Ta shayiyan naa''u mankka sukkaariya qola.,Put,positive
"yiido gishshawu, maqqaccettaasa",You will be penalized for coming late.,negative
Eesotidi laaggiyo gishshawu A tiraafikee maqqacciis.,The police fined him for,negative
marppiya%1. noun%► injection%● issi uraa marppiyan caddiyogaa,to give somebody,positive
"an injection%● Sahettiya asassi marppee imettikko, paxxanawu danddayees.",If a,positive
marssaas.,I dissuaded him from giving up his work.,positive
beennaadan marssiis.,Father dissuaded the children from walking to the shop in,negative
mati%1. adverb%►recently%● Hagee mati oosettidabaa.,This was done recently.,positive
Ta aawaa (aayee) ishay mati paraa shammiis.,My uncle has recently bought a,positive
mattaa%1. noun%► bee%● Mattay eessees.,Bees produce honey.,positive
eessees koottankka de'ees.,Bees make honey and live in beehives.,positive
uyidi mattottiis.,He drank a lot of alcohol and became drunk.,negative
"uyikko, mattottaasa.","If you drink more alcohol, you will become intoxicated.",positive
go''ettannawu wottiyo hintstsaa/hinxxaa.,A library is a building in which a,positive
maxaafaa%1. noun%► book%● I tawu maxaafaa garxxiis.,He borrowed the book from,negative
me.%● Maxaafa keettan daro maxaafati de'oosona.,There are lots of books in the,positive
me'o%1. adjective%► broken%● I me'o wombbaraa kooliis.,He repaired the broken,negative
chair.%● Ha paraa gedee me'o.,This horse has a broken leg.,negative
gishshawu haattaa aattees.,This pot has a few breakages so it leaks water.,negative
Nena naagetta. Xaaramusiya me'oy tohuwa caddananne.,Take care. A broken piece,negative
mereta%1. adjective%► natural%● mereta imotaa,natural gift,positive
seerettiis.,The stubborn child was punished.,negative
simmidi woxxidi biis.,The difficult boy ran away after he broke the window.,negative
miiriya%1. noun%► colleague; partner%● nu ooso keettaa miiriya,our office's,positive
laafabaa miqiiqqiluwa ne essikko lo''o.,You should stop nitpicking this minor,negative
muletoo attuma asaaraka warettaa gayttawusu.,This is a violent woman; she,negative
hemettaasu.,The old woman did not hurry; she walked slowly across the road,negative
maaddees.,Feeding a variety of food to children helps them quickly.,positive
ekkidoogaa qonccissiya mazggabati de'oosona.,The Ministry of Education has,positive
"Moconay ooratta maxaafata naa""antto laytti gishees.",The ministry will,positive
diccokkonna.,Plants do not grow without water.,positive
"qanxxennan ushshiyakko, dozati hayqqokkonashin.",The plants would not have died,positive
baynna sinttaa,an errorfree page,negative
coo mootiis.,"Nu naa""ay morkke.",negative
locality; environment%● Ay moottawunne sarotay koshshees.,Peace is desired for,positive
munjjaa%1. noun%► seam%● afalaa munjjaa,seam of a cultural blanket,negative
giyogee afalaa achchaa achchaara gattidi sikkiyo sohuwa.,A seam is the line,negative
putrefactive%● Achchaa aakimee taayyoo musa achchaa shoddiis.,The dentist,negative
musha%1. adjective%► blunt; dull%● Musha mashshay maara qanxxenna.,The dull,negative
hinkkoode iray musissana.,"Walk fast or rain will soak us.%(syn) [ka''iis,",negative
muukkiis%1. intransitive verb%► sink; dive%● Woliwoloy abban muukettiis.,The,positive
boat sank into the lake.%● I ciimma haattan muukettiis.,He dove into the deep,positive
muxuwa%1. noun%► meat piece%● muxo ashuwa,piece of meat,positive
out%● Meecettida maayuwa ubbaa awan micca.,Hang all the washed clothes in the,negative
"sun.%● I ba kushiya miccin, naati akko woxxidosona.",He spread his arms and the,positive
kaa''oosona.,My friends play in the field twice a week.,positive
"gallassan naa""utoo beettees.",We go to school twice a day.,positive
nagaranchchatu ubbassi hayqqiis yaagees.,The Holy Bible says Jesus Christ died,negative
for all sinners.%● Xoossay nagaranchchatu bolli maarotaa bessees.,God shows,positive
koyees.,Hungry people around the world need the assistance of others.,negative
Namisettida na'ay ambban ogiyan woossiis.,The hungry child begged on the,negative
narkkakkiis.,The coffee was fruitful this year.,positive
"gishshawu, maatay nakaraariis.","Because it rained the whole month, the grass is",negative
%● Nashuwa giyogee asa hara asi sabbiyogaanne galati kanttiyogaa.,Appreciation,positive
naata pereroyees.,Too much admiration spoils children.,negative
Nuna yelaasu.,She is our mother. She has given birth to us.,positive
qumaa kattawusu.,Mother cooks food for us.,positive
dumma asatettay de'ees.,Each of us has a different personality.,positive
obee%1. pronoun%► whose%● Ha kanay obee?,A godaa eray?,negative
menttershshaa melissees.,The heavy winds during spring cracks the lips.,negative
aginaa gakkanaashin de'ees.,In our country spring runs from September to,positive
diyo asa.,Tammanne ichchashu olankka olettiis.,positive
cotton bud%● ciishshaa om''olaa,rose bud,positive
keettan aqanawu yashshees.,I am afraid of spending the night in an uninhabited,negative
house.%● He ona keettan ooninne de'enna.,There is no one living in that empty,negative
ooratta tamaare keettay keexettanawu dees.,A new school will be built in our,positive
village.%● I hachchi ooratta suriya shammiis.,He bought a new pair of trousers,positive
oottiyosaa%1. noun%► workshop%● I oottiyosan taassi lagge.,He was my partner,positive
in the workshop.%● Hiilliya ba oottiyosan urqqaa gaacaydda dawusu.,The potter,positive
demmaasa.,"If you wake up earlier, you will find an early bus.",negative
taassi otobisee takkidi yiis.,"Luckily for me, the bus was late.",negative
"oydiya%1. noun%► stool; seat%● Hayyanintta, oydiyan uttite.","Take a seat,",positive
"oyssaa%1. noun%► butter%● Maattaa bukkin, oyssay kiyees.",Butter is obtained,positive
when milk is churned.%● Ta latamu biran shammido oyssay iita.,"The butter, for",positive
"qoxxin, danuwa oottidoogaa paaxiis.",The thief confessed to the crime when he,negative
Xoossay atto giidi ekkees.,"If sinners repent, God will welcome them.",positive
disturb; quarrel%● Nuuni tumay kiyana gakkanaashin Aara palamoos.,We will,positive
giidi palamidosona.,The two brothers have argued that the ball is theirs.,negative
paraa%1. noun%► horse%● Paraa adaraasissa.,Gallop the horse.,positive
yeretti hayqqiis.,He was trampled to death by a runaway horse.,negative
Nu issoy issuwara paraqettokko.,We don't discriminate each other.,positive
laggetun paraqettaasu.,She was ostracized by her colleagues.,negative
parggulliis%1. transitive verb%► be quarrelsome%● Ta bolli parggulloppa.,Don't,negative
e.g. meat%● Axaaree booraa shukki simmidi ashuwa pariis.,The butcher cut off a,negative
mashshaa koshshees.,A sharp knife is needed to cut meat in small strips.,negative
separated into smaller pieces%● Makaanikee woxaa patipanni yeggiis.,The,positive
patipanniis,scatter all over while searching for something,negative
"tanaara pe""iis.",He spent the whole day with me today.,positive
peeqaa%1. noun%► relief; gap; leisure%● Oosoy pagalettin peeqaa demmiis.,He,positive
oottanawu koshshees.,I shall do the homework when I get a gap in my schedule.,negative
oottidosona.,They made fun of his torn clothes.,negative
pellelliis.,The sponge floated in the water.%(syn) [peelipeeliis.],negative
penttissiis%1. transitive verb%► boil%● Qeera na'iya shayiya penttissaasu.,The,positive
penttissaas.,"The water isn't clean, so I boiled it.",negative
comforts)%● A ba na'aa qeeri na'adan pereroyawusu.,She pampers her son like a,negative
child.%● Dure bitanee ba naata koyidobaa kunttidi pereroyiis.,The rich man,positive
I geluwa phalqqidosona.,Parents opposed her marriage.,negative
woridaagaa woriyo seeraa iita phalqqees.,This party bitterly opposes the re-,negative
phuuphullidosona.,Three of our hens laid eggs this morning.,negative
phuuphullaasu.,The hen laid an egg.,positive
pilimiya%1. noun%► film; movie%● Ha pilimee DVDiyan de'ii?,Is this movie,positive
go'ettenna.,My camera does not use film because it is digital.,negative
shaafaa pinnennaadan heessoyiis.,The old man warned us not to cross the river,negative
while it was raining.%● Ogiya pinnanaappe kase naa''u baggaakka xeella.,Look,positive
shaafan de'ees.,The crossing point of Girara is on the way from Kucha to,positive
pixiis%1. transitive verb%► comb%● Ne huuphiya pixa.,Comb your hair.,negative
huuphphiya pixa simmada oosuwa baasu.,"After she combed her hair, she went to",negative
tamaare keettaa zabbaa gelissenna.,"If you are late for school, the guard will",positive
"not allow you to enter the compound.%● Eesotana xayikko, poo'issaasa.",If you,positive
laugh noisily%● Na'ay ba aayyiya paxidoogaa siyidi ufayssan poocammiis.,The,positive
keehi poocammiis.,"After winning the lottery, he was extremely delighted.",positive
eranawu bessees.,A politician has to know about the government's general,negative
policy.%● I ubbatoo kawotaa polisiyara eqettees.,He often rebels against the,negative
pooqiya xekkaa%1. noun%► stair%● Pooqiya pudetta xekkaa,upstairs,positive
dugetta xekkaa,downstairs,positive
bukki simmin di'oy poshshattees.,The flood flowed rapidly after the heavy rain,positive
puruwa doonan oyqqidi bari keettaakko woxxiis.,"Holding the hunk of meat, the",positive
dog ran to its kennel.%● Puro ashuwa anccennan kattanawu wayssees.,It will be,positive
pushaliiddi dees.,The boy is gathering the crops from the farmland.,positive
"shiishshi simmin, hiyyeesa asay attidaagaa pushaliis.",After the field was,positive
yeemoyiis.,Shongite's pretty face attracted a lot of attention.,positive
"likkee baynna puulanchcha macaasa; nu O be""anaw dosoos.",She is the most,positive
"puulaa%1. noun%► beauty%● Laa ayba lo""ay! Asi ubbi I puulaa nashshees.",How,positive
lovely she is! Everybody admires her beauty.%● puulaa annaaciya,beauty contest,positive
biittaappe mokkidaagaa.,A seedling is a young plant raised from a seed.,positive
go'etta.,"Use the broom to clean the room, please.",negative
pittana koyaas.,Do you have a broom? I would like to sweep the room.,negative
